name,country,age,wealth,residence,year
Lee Ainslie III,United States,44,1,United States,2008
Mahdi Al-Tajir,United Arab Emirates,75,1,United Kingdom,2008
Rahul Bajaj,India,69,1,India,2008
Carol Jenkins Barnett,United States,51,1,United States,2008
Joseph Benvenuti,United States,87,1,United States,2008
Gerd Brachmann,Germany,n/a,1,Germany,2008
Chung Yong-Jin,South Korea,39,1,South Korea,2008
Boguslaw Cupial,Poland,51,1,Poland,2008
William Ding,China,37,1,China,2008
Hanzade Dogan Boyner,Turkey,36,1,Turkey,2008
Begumhan Dogan Faralyali,Turkey,31,1,Turkey,2008
Vuslat Dogan Sabanci,Turkey,37,1,Turkey,2008
Sema Isil Dogan,Turkey,63,1,Turkey,2008
Arzuhan Dogan Yalcindag,Turkey,n/a,1,Turkey,2008
Richard Farmer,United States,73,1,United States,2008
Stephen Feinberg,United States,48,1,United States,2008
Theodore Forstmann,United States,68,1,United States,2008
Paul Foster,United States,50,1,United States,2008
Jurgen Friedrich,Germany,69,1,United States,2008
Yasuhiro Fukushima,Japan,60,1,Japan,2008
Jeffrey Gendell,United States,49,1,United States,2008
Sergei Generalov,Russia,44,1,Russia,2008
Geng Jianming,China,45,1,China,2008
Daniel Gilbert,United States,46,1,United States,2008
Senapathy Gopalakrishnan,India,52,1,India,2008
Dietmar Hopp,Germany,67,1,Germany,2008
Rakesh Jhunjhunwala,India,47,1,India,2008
Robert Johnson,United States,61,1,United States,2008
Stephen Karp,United States,67,1,United States,2008
Teresa F Heinz Kerry,United States,69,1,United States,2008
Igor Kim,Russia,42,1,Russia,2008
Georgy Krasnyansky,Russia,52,1,Russia,2008
Peter Lim,Singapore,54,1,Singapore,2008
Liu Hanyuan,China,44,1,China,2008
Friedhelm Loh,Germany,61,1,Germany,2008
Vitaly Malkin,Russia,55,1,Russia,2008
Stephen Mandel,United States,52,1,United States,2008
John P Manning,United States,60,1,United States,2008
Richard Manoogian,United States,71,1,United States,2008
Donald Marron,United States,73,1,United States,2008
Barbara Hall Marshall,United States,84,1,United States,2008
L Lowry Mays,United States,72,1,United States,2008
Lowell Milken,United States,59,1,United States,2008
Roger Milliken,United States,92,1,United States,2008
Minoru Mori,Japan,73,1,Japan,2008
Vadim Moshkovich,Russia,40,1,Russia,2008
Maria Noseda Zambra,Chile,n/a,1,Chile,2008
"Marvin L ""Buzz"" Oates & family",United States,84,1,United States,2008
Rubens Ometto Silveira Mello,Brazil,n/a,1,Brazil,2008
Lynne Pasculano & family,United States,66,1,United States,2008
Jorgen Philip-Sorensen,Sweden,69,1,United Kingdom,2008
Elizabeth Ann Hall Reid,United States,85,1,United States,2008
Joanne (JK) Rowling,United Kingdom,42,1,Scotland,2008
Yalcin Sabanci,Turkey,65,1,Turkey,2008
Hasib Sabbagh,Lebanon,88,1,Greece,2008
Lily Safra,Monaco,70,1,United Kingdom,2008
Deniz Sahenk,Turkey,n/a,1,Turkey,2008
Suh Kyung-Bae,South Korea,45,1,South Korea,2008
Sun Guangxin,China,46,1,China,2008
Jim Thompson,United States,68,1,Hong Kong,2008
Bulat Utemuratov,Kazakhstan,n/a,1,Kazakhstan,2008
Edward Watkins Jr,United States,72,1,United States,2008
Gordon Wu,Hong Kong,n/a,1,Hong Kong,2008
Zong Qinghou,China,62,1,China,2008
