"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","pay.millions","assets_under_management.millions","salary.millions","url.bio.forbes","url.image"
"1710",2014,"Billionaires","Chan Tan Ching-fen","Chan",9.984,NA,"real estate","Real Estate","F","Hong Kong",2018-02-13 23:10:01,2141.443,1136,1136,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chan-tan-ching-fen","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1711",2014,"Billionaires","Chang Yun Chung","Chang",0.061,99,"shipping","Logistics","M","Singapore",2018-02-13 23:10:01,1879.408,1279,1279,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chang-yun-chung","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1712",2014,"Billionaires","Charles Cohen","Cohen",0,66,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,3346.7,693,693,"//specials-images.forbesimg.com/imageserve/59dbe4314bbe6f37dda036ef/416x416.jpg?background=000000&cropX1=4&cropX2=1997&cropY1=103&cropY2=2096","NY","New York",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/charles-cohen","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1713",2014,"Billionaires","Charles Edelstenne","Edelstenne",19.249,80,"aviation","Manufacturing","M","France",2018-02-13 23:10:01,1959.185,1243,1243,"//specials-images.forbesimg.com/imageserve/58c71489a7ea431f321b0dd7/416x416.jpg?background=000000&cropX1=122&cropX2=744&cropY1=44&cropY2=666",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/charles-edelstenne","http://i.forbesimg.com/media/lists/people/charles-edelstenne_200x200.jpg"
"1714",2014,"Billionaires","Charlotte Soderstrom","Soderstrom",10.818,41,"H&M","Fashion & Retail","F","Sweden",2018-02-13 23:10:01,1579.251,1478,1478,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/charlotte-soderstrom","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1715",2014,"Billionaires","Chatchai Kaewbootta","Kaewbootta",4.489,66,"finance","Finance and Investments","M","Thailand",2018-02-13 23:10:01,1121.987,1886,1886,"//specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chatchai-kaewbootta","http://i.forbesimg.com/media/lists/people/chatchai-kaewbootta_200x200.jpg"
"1716",2014,"Billionaires","Chatri Sophonpanich & family","Sophonpanich",-0.949,83,"banking","Finance and Investments","M","Thailand",2018-02-13 23:10:01,1538.931,1517,1517,"//specials-images.forbesimg.com/imageserve/5927113331358e03e5597fb4/416x416.jpg?background=000000&cropX1=27&cropX2=742&cropY1=111&cropY2=826",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chatri-sophonpanich","http://i.forbesimg.com/media/lists/people/chatri-sophonpanich_200x200.jpg"
"1717",2014,"Billionaires","Che Jianxing","Che",-21.903,51,"furniture retailing","Fashion & Retail","M","China",2018-02-13 23:10:01,3995.182,558,558,"//specials-images.forbesimg.com/imageserve/589ce0f74bbe6f0e55866685/416x416.jpg?background=000000&cropX1=85&cropX2=744&cropY1=79&cropY2=738",NA,"Shanghai",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/che-jianxing","http://i.forbesimg.com/media/lists/people/che-jianxing_200x200.jpg"
"1718",2014,"Billionaires","Chen Dejun","Chen",16.446,47,"package delivery","Logistics","M","China",2018-02-13 23:10:01,1689.18,1404,1404,"//specials-images.forbesimg.com/imageserve/589cebf1a7ea431f321927c9/416x416.jpg?background=000000&cropX1=147&cropX2=511&cropY1=243&cropY2=607",NA,"Shanghai",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-dejun","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1719",2014,"Billionaires","Chen Dongsheng","Chen",0,60,"insurance","Finance and Investments","M","China",2018-02-13 23:10:01,3798.339,588,588,"//specials-images.forbesimg.com/imageserve/5a05ff0b4bbe6f37dda22ab7/416x416.jpg?background=000000&cropX1=1661&cropX2=4997&cropY1=14&cropY2=3350",NA,"Beijing",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-dongsheng","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1720",2014,"Billionaires","Chen Hua","Chen",-1.013,52,"real estate","Real Estate","M","China",2018-02-13 23:10:01,2347.378,1044,1044,"//specials-images.forbesimg.com/imageserve/589ce2114bbe6f0e558666f7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=103&cropY2=844",NA,"Guangdong",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-hua-1","http://i.forbesimg.com/media/lists/people/chen-hua-1_200x200.jpg"
"1721",2014,"Billionaires","Chen Liying","Chen",91.634,42,"package delivery","Logistics","F","China",2018-02-13 23:10:01,1510.681,1542,1542,NA,NA,"Shanghai",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-liying","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1722",2014,"Billionaires","Chen Qingzhou & family","Chen",56.128,52,"communications equipment","Telecom","M","China",2018-02-13 23:10:01,1584.968,1473,1473,NA,NA,"Guangdong",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-qingzhou","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1723",2014,"Billionaires","Chen Qixing","Chen",-7.044,58,"electronics components","Technology","M","China",2018-02-13 23:10:01,1083.552,1913,1913,NA,NA,"Guangdong",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-qixing","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1724",2014,"Billionaires","Chen Xiaoying","Chen",15.206,41,"package delivery","Logistics","F","China",2018-02-13 23:10:01,1561.908,1495,1495,NA,NA,"Shanghai",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-xiaoying","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1725",2014,"Billionaires","Chen Xiaxin & family","Chen",5.452,55,"manufacturing","Diversified","M","China",2018-02-13 23:10:01,1092.721,1904,1904,NA,NA,"Zhejiang",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-xiaxin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1726",2014,"Billionaires","Chen Xueli","Chen",26.942,67,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1732.836,1359,1359,"//specials-images.forbesimg.com/imageserve/589ceb5c4bbe6f0e5586699b/416x416.jpg?background=000000&cropX1=19&cropX2=713&cropY1=35&cropY2=730",NA,"Shandong",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chen-xueli","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1727",2014,"Billionaires","Cheng Wei","Cheng",0,35,"ride-hailing service","Service","M","China",2018-02-13 23:10:01,1200,1818,1818,"//specials-images.forbesimg.com/imageserve/59162c8931358e03e5590c24/416x416.jpg?background=000000&cropX1=1046&cropX2=3177&cropY1=126&cropY2=2256",NA,"Beijing","Founder and CEO, Didi Chuxing",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cheng-wei","http://i.forbesimg.com/media/lists/people/cheng-wei_200x200.jpg"
"1728",2014,"Billionaires","Cheng Xianfeng","Cheng",-7.924,49,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1388.478,1646,1646,NA,NA,"Anhui",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cheng-xianfeng","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1729",2014,"Billionaires","Cheng Xue","Cheng",-0.806,47,"soy sauce","Food and Beverage","F","China",2018-02-13 23:10:01,2157.369,1127,1127,NA,NA,"Guangdong",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cheng-xue","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1730",2014,"Billionaires","Chey Ki-Won","Chey",9.681,53,"computer services, telecom","Technology","F","South Korea",2018-02-13 23:10:01,1452.565,1586,1586,"//specials-images.forbesimg.com/imageserve/553a472de4b0bacdbd7494b1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=15&cropY2=758",NA,NA,"SK C&#38;C",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chey-ki-won","http://i.forbesimg.com/media/lists/people/chey-ki-won_200x200.jpg"
"1731",2014,"Billionaires","Chi Yufeng","Chi",-82.195,47,"software","Technology","M","China",2018-02-13 23:10:01,1363.204,1667,1667,"//specials-images.forbesimg.com/imageserve/589cee684bbe6f0e55866a0c/416x416.jpg?background=000000&cropX1=55&cropX2=727&cropY1=58&cropY2=730",NA,"Beijing",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chi-yufeng","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1732",2014,"Billionaires","Chin Jong Hwa","Chin",68.581,59,"auto parts","Automotive","M","Taiwan",2018-02-13 23:10:01,2635.126,904,904,"//specials-images.forbesimg.com/imageserve/616b2ced58bbf2fb6c4460422d7af827/416x416.jpg?background=000000&cropX1=114&cropX2=660&cropY1=71&cropY2=617",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chin-jong-hwa","http://i.forbesimg.com/media/lists/people/chin-jong-hwa_200x200.jpg"
"1733",2014,"Billionaires","Chirathivat family","Chirathivat family",-110.332,NA,"retail","Fashion & Retail",NA,"Thailand",2018-02-13 23:10:01,20515.882,51,51,"http://specials-images.forbesimg.com/imageserve/5835bbfd31358e698ada8695/416x416.jpg?background=000000&cropX1=122&cropX2=568&cropY1=8&cropY2=454",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chirathivat-family","http://i.forbesimg.com/media/lists/people/chirathivat-family_200x200.jpg"
"1734",2014,"Billionaires","Chirayu Amin","Amin",-0.001,71,"pharmaceuticals","Healthcare","M","India",2018-02-13 23:10:01,1149.049,1871,1871,"//specials-images.forbesimg.com/imageserve/58a1f98b31358e1a35ab46dd/416x416.jpg?background=000000&cropX1=53&cropX2=686&cropY1=100&cropY2=733",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chirayu-amin","http://i.forbesimg.com/media/lists/people/chirayu-amin_200x200.jpg"
"1735",2014,"Billionaires","Cho Jung-Ho","Cho",12.427,59,"finance","Finance and Investments","M","South Korea",2018-02-13 23:10:01,1601.805,1461,1461,"http://specials-images.forbesimg.com/imageserve/571a75804bbe6f6f9574db1b/416x416.jpg?background=000000&cropX1=111&cropX2=599&cropY1=27&cropY2=515",NA,NA,"Meritz Financial Group",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cho-jung-ho","http://i.forbesimg.com/media/lists/people/cho-jung-ho_200x200.jpg"
"1736",2014,"Billionaires","Chris Sacca","Sacca",9.129,42,"venture capital investing","Finance and Investments","M","United States",2018-02-13 23:10:01,1155.733,1862,1862,"//specials-images.forbesimg.com/imageserve/58c075e731358e1a35aca9dd/416x416.jpg?background=000000&cropX1=79&cropX2=686&cropY1=11&cropY2=619","CA","California","Founder and Partner, Lowercase Capital",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chris-sacca","http://i.forbesimg.com/media/lists/people/chris-sacca_200x200.jpg"
"1737",2014,"Billionaires","Christian Latouche","Latouche",0,77,"accounting services","Finance and Investments","M","France",2018-02-13 23:10:01,2100,1156,1156,"//specials-images.forbesimg.com/imageserve/58a11e404bbe6f0e55869fba/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/christian-latouche","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1738",2014,"Billionaires","Christoph Zeller","Zeller",0,60,"dental implants","Healthcare","M","Liechtenstein",2018-02-13 23:10:01,3921.84,571,571,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/christoph-zeller","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1739",2014,"Billionaires","Chu Jinfu","Chu",0,60,"electrical equipment","Manufacturing","M","China",2018-02-13 23:10:01,1181.102,1836,1836,"//specials-images.forbesimg.com/imageserve/589cf10331358e1a35ab09ba/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=164&cropY2=878",NA,"Henan",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chu-jinfu","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1740",2014,"Billionaires","Chua Thian Poh","Chua",7.038,69,"real estate","Real Estate","M","Singapore",2018-02-13 23:10:01,1428.223,1605,1605,"//specials-images.forbesimg.com/imageserve/596e7c9aa7ea433081d24d7e/416x416.jpg?background=000000&cropX1=6&cropX2=1206&cropY1=60&cropY2=1260",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chua-thian-poh","http://i.forbesimg.com/media/lists/people/chua-thian-poh_200x200.jpg"
"1741",2014,"Billionaires","Chuchat & Daonapa Petaumpai","Petaumpai",45.377,64,"finance","Finance and Investments",NA,"Thailand",2018-02-13 23:10:01,2128.29,1142,1142,"//specials-images.forbesimg.com/imageserve/592d7a004bbe6f1b730adefd/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chuchat-daonapa-petaumpai","http://i.forbesimg.com/media/lists/people/chuchat-daonapa-petaumpai_200x200.jpg"
"1742",2014,"Billionaires","Clelia Haji-Ioannou","Haji-Ioannou",11.783,47,"EasyJet","Service","F","Cyprus",2018-02-13 23:10:01,1366.062,1664,1664,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/clelia-haji-ioannou","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1743",2014,"Billionaires","Clemens Toennies","Toennies",0,61,"meat processing","Food and Beverage","M","Germany",2018-02-13 23:10:01,3508.492,649,649,"//specials-images.forbesimg.com/imageserve/58a1cecd31358e1a35ab41c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=371&cropY2=1115",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/clemens-toennies","http://i.forbesimg.com/media/lists/people/clemens-toennies_200x200.jpg"
"1744",2014,"Billionaires","Clifford Asness","Asness",0,51,"Investment Management","Finance and Investments","M","United States",2018-02-13 23:10:01,3000,795,795,"//specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542","CT","Connecticut","AQR Capital Management",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/clifford-asness","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1745",2014,"Billionaires","Craig Newmark","Newmark",0,65,"Craigslist","Technology","M","United States",2018-02-13 23:10:01,1305.9,1717,1717,"//specials-images.forbesimg.com/imageserve/59079b82a7ea437ada26cf0a/416x416.jpg?background=000000&cropX1=0&cropX2=2148&cropY1=184&cropY2=2331","CA","California",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/craig-newmark","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1746",2014,"Billionaires","Cui Genliang","Cui",6.428,59,"electric components","Manufacturing","M","China",2018-02-13 23:10:01,1865.172,1286,1286,"//specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787",NA,"Jiangsu",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cui-genliang","http://i.forbesimg.com/media/lists/people/cui-genliang_200x200.jpg"
"1747",2014,"Billionaires","Cui Lijie","Cui",-11.53,59,"gambling","Gambling & Casinos","F","Hong Kong",2018-02-13 23:10:01,1152.987,1866,1866,"//specials-images.forbesimg.com/imageserve/590cb1d24bbe6f09a17a72d2/416x416.jpg?background=000000&cropX1=1189&cropX2=3189&cropY1=140&cropY2=2140",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/cui-lijie","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1748",2014,"Billionaires","Dan Cathy","Cathy",0,64,"Chick-fil-A","Food and Beverage","M","United States",2018-02-13 23:10:01,4764.839,442,443,"http://specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=76&cropX2=632&cropY1=81&cropY2=637","GA","Georgia",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dan-cathy","http://i.forbesimg.com/media/lists/people/dan-cathy_200x200.jpg"
"1749",2014,"Billionaires","Daniel Kretinsky","Kretinsky",0,42,"energy generation","Energy","M","Czech Republic",2018-02-13 23:10:01,2635,905,905,"//specials-images.forbesimg.com/imageserve/589f455ba7ea431f321949fe/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=169&cropY2=913",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniel-kretinsky","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1750",2014,"Billionaires","Daniel Tsai","Tsai",0.001,61,"finance","Finance and Investments","M","Taiwan",2018-02-13 23:10:01,3275.515,709,709,"//specials-images.forbesimg.com/imageserve/58a094f431358e1a35ab3667/416x416.jpg?background=000000&cropX1=166&cropX2=743&cropY1=61&cropY2=638",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniel-tsai","http://i.forbesimg.com/media/lists/people/daniel-tsai_200x200.jpg"
"1751",2014,"Billionaires","Daniel Tsai & family","Tsai",0,NA,"finance","Finance and Investments","M","Taiwan",2018-02-13 23:10:01,9396.282,169,169,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniel-tsai-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1752",2014,"Billionaires","David Kabiller","Kabiller",0,54,"Investment Management","Finance and Investments","M","United States",2018-02-13 23:10:01,1000,1974,1975,"//specials-images.forbesimg.com/imageserve/58c0780f31358e1a35aca9f4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762","CT","Connecticut",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-kabiller","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1753",2014,"Billionaires","David Lichtenstein","Lichtenstein",0,56,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,1700,1399,1399,"//specials-images.forbesimg.com/imageserve/58c07bad4bbe6f0e558835c3/416x416.jpg?background=000000&cropX1=98&cropX2=605&cropY1=18&cropY2=526","NY","New York",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-lichtenstein","http://i.forbesimg.com/media/lists/people/david-lichtenstein_200x200.jpg"
"1754",2014,"Billionaires","David McMurtry","McMurtry",5.827,77,"manufacturing","Manufacturing","M","United Kingdom",2018-02-13 23:10:01,1731.777,1362,1362,"//specials-images.forbesimg.com/imageserve/58acd150a7ea431f3219eb6e/416x416.jpg?background=000000&cropX1=35&cropX2=724&cropY1=129&cropY2=819",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-mcmurtry","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1755",2014,"Billionaires","David Penaloza Alanis","Penaloza Alanis",10.237,44,"toll roads","Construction & Engineering","M","Mexico",2018-02-13 23:10:01,1315.078,1711,1711,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-penaloza-alanis","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1756",2014,"Billionaires","David Siegel","Siegel",0,56,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,4940,411,411,"//specials-images.forbesimg.com/imageserve/57e085d031358e16c589ba4b/416x416.jpg?background=000000&cropX1=150&cropX2=699&cropY1=98&cropY2=647","NY","New York","Co-Founder & Co-Chairman, Two Sigma Investments",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-siegel-1","http://i.forbesimg.com/media/lists/people/david-siegel-1_200x200.jpg"
"1757",2014,"Billionaires","David Teoh","Teoh",9.953,61,"telecoms","Telecom","M","Australia",2018-02-13 23:10:01,1538.759,1518,1518,"//specials-images.forbesimg.com/imageserve/58af8f564bbe6f0e55876eea/416x416.jpg?background=000000&cropX1=166&cropX2=544&cropY1=179&cropY2=558",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-teoh","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1758",2014,"Billionaires","Devendra Jain","Jain",0,88,"chemicals","Manufacturing","M","India",2018-02-13 23:10:01,1720.546,1377,1377,"//specials-images.forbesimg.com/imageserve/bf1741ac1959019444c9f5a8a89a413d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/devendra-jain","http://i.forbesimg.com/media/lists/people/devendra-jain_200x200.jpg"
"1759",2014,"Billionaires","Diane Kemper","Kemper",0,72,"real estate","Real Estate","F","United States",2018-02-13 23:10:01,3101.6,769,769,NA,"NY","New York",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/diane-kemper","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1760",2014,"Billionaires","Dieter Schaub","Schaub",0,80,"media","Media & Entertainment","M","Germany",2018-02-13 23:10:01,2178.97,1117,1117,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dieter-schaub","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1761",2014,"Billionaires","Dik Wessels","Wessels",0,72,"construction, engineering","Construction & Engineering","M","Netherlands",2018-02-13 23:10:01,2762.361,864,864,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dik-wessels","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1762",2014,"Billionaires","Djoko Susanto","Susanto",0,68,"supermarkets","Fashion & Retail","M","Indonesia",2018-02-13 23:10:01,1348.175,1680,1680,"//specials-images.forbesimg.com/imageserve/5a19b178a7ea432f2e7401db/416x416.jpg?background=000000&cropX1=57&cropX2=847&cropY1=85&cropY2=875",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/djoko-susanto","http://i.forbesimg.com/media/lists/people/djoko-susanto_200x200.jpg"
"1763",2014,"Billionaires","Dominika & Sebastian Kulczyk","Kulczyk",-0.732,NA,"diversified","Finance and Investments",NA,"Poland",2018-02-13 23:10:01,3807.288,582,582,"//specials-images.forbesimg.com/imageserve/58a07451a7ea431f32195513/416x416.jpg?background=000000&cropX1=316&cropX2=636&cropY1=24&cropY2=345",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dominika-sebastian-kulczyk","http://i.forbesimg.com/media/lists/people/dominika-sebastian-kulczyk_200x200.jpg"
"1764",2014,"Billionaires","Dominique Desseigne","Desseigne",0,73,"casinos","Gambling & Casinos","M","France",2018-02-13 23:10:01,1755.431,1340,1340,"//specials-images.forbesimg.com/imageserve/58a1b6a74bbe6f0e5586a35d/416x416.jpg?background=000000&cropX1=122&cropX2=655&cropY1=64&cropY2=597",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dominique-desseigne","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1765",2014,"Billionaires","Dona Bertarelli","Bertarelli",1.768,50,"biotech","Diversified","F","Switzerland",2018-02-13 23:10:01,4641.69,458,458,"//specials-images.forbesimg.com/imageserve/c1dbd4fa31b702a401ff195c647b54e4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dona-bertarelli","http://i.forbesimg.com/media/lists/people/dona-bertarelli_200x200.jpg"
"1766",2014,"Billionaires","Donald Friese","Friese",0,77,"manufacturing","Manufacturing","M","United States",2018-02-13 23:10:01,1200,1818,1819,NA,"CA","California",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/donald-friese","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1767",2014,"Billionaires","Dou Zhenggang","Dou",0,64,"energy, chemicals","Diversified","M","China",2018-02-13 23:10:01,1848.633,1293,1293,NA,NA,"Zhejiang",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dou-zhenggang","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1768",2014,"Billionaires","Douglas Leone","Leone",1.317,60,"venture capital","Finance and Investments","M","United States",2018-02-13 23:10:01,3531.089,647,647,"//specials-images.forbesimg.com/imageserve/59dbe96a31358e542c0382f6/416x416.jpg?background=000000&cropX1=227&cropX2=3304&cropY1=600&cropY2=3678","CA","California","Partner, Sequoia Capital",NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/douglas-leone","http://i.forbesimg.com/media/lists/people/douglas-leone_200x200.jpg"
"1769",2014,"Billionaires","E. Joe Shoen","Shoen",-9.877,68,"U-Haul","Automotive","M","United States",2018-02-13 23:10:01,2662.634,892,892,"//specials-images.forbesimg.com/imageserve/596685584bbe6f2e2a090396/416x416.jpg?background=000000&cropX1=0&cropX2=618&cropY1=122&cropY2=741","AZ","Arizona",NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/e-joe-shoen","http://i.forbesimg.com/media/lists/people/e-joe-shoen_200x200.jpg"
"1770",2014,"Billionaires","Eddy Kusnadi Sariaatmadja","Sariaatmadja",0,64,"media, tech","Media & Entertainment","M","Indonesia",2018-02-13 23:10:01,1478.066,1566,1566,"//specials-images.forbesimg.com/imageserve/c0595e2f11ba258f473ee7a8b10aef0d/416x416.jpg?background=000000&cropX1=3&cropX2=520&cropY1=37&cropY2=554",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,"http://www.forbes.com/profile/eddy-kusnadi-sariaatmadja","http://i.forbesimg.com/media/lists/people/eddy-kusnadi-sariaatmadja_200x200.jpg"
