name,country,age,wealth,residence,year
Gerald Ford,United States,61,1.5,United States,2006
James France,United States,62,1.5,United States,2006
William France Jr,United States,74,1.5,United States,2006
Victor Fung,United States,61,1.5,Hong Kong,2006
William Fung,Hong Kong,58,1.5,Hong Kong,2006
Rolf Gerling,Germany,51,1.5,Switzerland,2006
Naresh Goyal,India,56,1.5,United Kingdom,2006
Kenneth Griffin,United States,37,1.5,United States,2006
Marguerite Harbert,United States,82,1.5,United States,2006
Kenneth Hendricks,United States,64,1.5,United States,2006
Thomas Hunter,United Kingdom,44,1.5,Scotland,2006
Stephen Jarislowsky,Canada,80,1.5,Canada,2006
H Fisk Johnson,United States,47,1.5,United States,2006
Imogene Powers Johnson,United States,76,1.5,United States,2006
Helen Johnson-Leipold,United States,49,1.5,United States,2006
Winnie Johnson-Marquart,United States,46,1.5,United States,2006
James Kim & family,United States,70,1.5,United States,2006
Alicia Koplowitz,Spain,53,1.5,Spain,2006
Michael Krasny,United States,52,1.5,United States,2006
Tracy Krohn,United States,51,1.5,United States,2006
George Lindemann & family,United States,70,1.5,United States,2006
Lui Che Woo,Hong Kong,76,1.5,Hong Kong,2006
Richard Marriott,United States,67,1.5,United States,2006
Charles Munger,United States,82,1.5,United States,2006
Husnu Ozyegin,Turkey,61,1.5,Turkey,2006
Liselott Persson,Sweden,n/a,1.5,Sweden,2006
T Pickens,United States,77,1.5,United States,2006
Stewart Rahr,United States,60,1.5,United States,2006
Marc Rich,United States,71,1.5,Switzerland,2006
Ferit Sahenk,Turkey,42,1.5,Turkey,2006
Bernard Saul II,United States,73,1.5,United States,2006
Kavitark Shriram,United States,50,1.5,United States,2006
John Sperling,United States,85,1.5,United States,2006
Pat Stryker,United States,49,1.5,United States,2006
Henry Sy & family,Philippines,81,1.5,Philippines,2006
Marcel Herman Telles,Brazil,56,1.5,Brazil,2006
Andreas von Bechtolsheim,Germany,50,1.5,United States,2006
Margaret Whitman,United States,49,1.5,United States,2006
John Whittaker,United Kingdom,64,1.5,United Kingdom,2006
Arthur Williams Jr,United States,63,1.5,United States,2006
Daniel Ziff,United States,34,1.5,United States,2006
Dirk Ziff,United States,41,1.5,United States,2006
Robert Ziff,United States,39,1.5,United States,2006
Abdulla Al Futtaim,United Arab Emirates,n/a,1.4,United Arab Emirates,2006
Bassam Alghanim,Kuwait,n/a,1.4,Kuwait,2006
Kutayba Alghanim,Kuwait,49,1.4,Kuwait,2006
John Anderson,United States,88,1.4,United States,2006
George Argyros,United States,69,1.4,United States,2006
Sid Bass,United States,63,1.4,United States,2006
Frank Batten Sr,United States,79,1.4,United States,2006
Neil Bluhm,United States,68,1.4,United States,2006
William Boyd,United States,74,1.4,United States,2006
Robert Day,United States,61,1.4,United States,2006
Edward Debartolo Jr,United States,59,1.4,United States,2006
N Murray Edwards,Canada,46,1.4,Canada,2006
Barbara Carlson Gage & family,United States,64,1.4,United States,2006
John Gandel,Australia,71,1.4,Australia,2006
Leslie Gonda,United States,85,1.4,United States,2006
Hind Hariri,Lebanon,22,1.4,Lebanon,2006
Jonathan Harmsworth,United Kingdom,38,1.4,United Kingdom,2006
Alfredo Harp Helu,Mexico,62,1.4,Mexico,2006
Richard Hayne,United States,58,1.4,United States,2006
Ming Hsieh,United States,50,1.4,United States,2006
Joseph Jamail Jr,United States,80,1.4,United States,2006
Baba Kalyani,India,57,1.4,India,2006
Guy Laliberte,Canada,46,1.4,Canada,2006
Guilherme Peirao Leal,Brazil,55,1.4,Brazil,2006
Myung-Hee Lee,South Korea,62,1.4,South Korea,2006
Nancy Lerner,United States,45,1.4,United States,2006
Norma Lerner,United States,69,1.4,United States,2006
Randolph Lerner,United States,43,1.4,United States,2006
Vincent Lo,Hong Kong,57,1.4,Hong Kong,2006
Robert McNair,United States,69,1.4,United States,2006
James Moran,United States,87,1.4,United States,2006
Marilyn Carlson Nelson & family,United States,67,1.4,United States,2006
Anthony O'Reilly,Ireland,69,1.4,Ireland,2006
Michael Price,United States,53,1.4,United States,2006
Hans Riegel,Germany,83,1.4,Germany,2006
Paul Riegel,Germany,79,1.4,Germany,2006
Isaac Saba Raffoul & family,Mexico,82,1.4,Mexico,2006
Antonio Luiz Seabra,Brazil,63,1.4,Brazil,2006
Ollen Smith,United States,79,1.4,United States,2006
Peter Sperling,United States,46,1.4,United States,2006
Tulsi Tanti,India,48,1.4,India,2006
Albert Ueltschi,United States,88,1.4,United States,2006
Sanford Weill,United States,73,1.4,United States,2006
Oprah Winfrey,United States,52,1.4,United States,2006
Vasiliy Anisimov,Russia,54,1.3,Russia,2006
Semahat Arsel,Turkey,78,1.3,Turkey,2006
Arthur Blank,United States,63,1.3,United States,2006
Barry Diller,United States,64,1.3,United States,2006
Lloyd Dorfman,United Kingdom,53,1.3,United Kingdom,2006
Richard Egan,United States,70,1.3,United States,2006
Richard Farmer,United States,71,1.3,United States,2006
John J Fisher,United States,44,1.3,United States,2006
Robert Fisher,United States,52,1.3,United States,2006
William Fisher,United States,48,1.3,United States,2006
Thomas Flatley,United States,73,1.3,United States,2006
Alan Gerry,United States,76,1.3,United States,2006
Malcolm Glazer,United States,77,1.3,United States,2006
Christopher Goldsbury,United States,63,1.3,United States,2006
Tom Golisano,United States,64,1.3,United States,2006
Alec Gores,United States,53,1.3,United States,2006
Robert Holding,United States,79,1.3,United States,2006
Elie Horn,Brazil,60,1.3,Brazil,2006
Donald Horton,United States,56,1.3,United States,2006
James Jannard,United States,56,1.3,United States,2006
Brad Kelley,United States,49,1.3,United States,2006
Thomas Lee,United States,61,1.3,United States,2006
James Leprino,United States,69,1.3,United States,2006
Liu Yongxing,China,57,1.3,China,2006
Gary Michelson,United States,57,1.3,United States,2006
John Morgridge,United States,72,1.3,United States,2006
Hideo Morita & family,Japan,54,1.3,Japan,2006
Nicholas Pritzker II,United States,62,1.3,United States,2006
James Ratcliffe,United Kingdom,53,1.3,United Kingdom,2006
Phillip Ruffin,United States,70,1.3,United States,2006
Erol Sabanci,Turkey,68,1.3,Turkey,2006
Filiz Sahenk,Turkey,39,1.3,Turkey,2006
Carlos Alberto Sicupira,Brazil,58,1.3,Brazil,2006
Alexander Spanos,United States,82,1.3,United States,2006
Harry Triguboff,Australia,73,1.3,Australia,2006
Joop van den Ende,Netherlands,64,1.3,Netherlands,2006
Martin Viessmann,Germany,52,1.3,Germany,2006
Dean White,United States,82,1.3,United States,2006
Jaime Zobel de Ayala & family,Philippines,71,1.3,Philippines,2006
Thomas Bailey,United States,69,1.2,United States,2006
Edward Bass,United States,61,1.2,United States,2006
Carl Berg,United States,68,1.2,United States,2006
Timothy Blixseth,United States,55,1.2,United States,2006
Amar Bose,United States,77,1.2,United States,2006
Alan Casden,United States,60,1.2,United States,2006
Harvey Chaplin & family,United States,77,1.2,United States,2006
William Connor II,United States,56,1.2,Hong Kong,2006
Scott Cook,United States,53,1.2,United States,2006
David Copley,United States,54,1.2,United States,2006
William Ding,China,35,1.2,China,2006
Roy Disney,United States,76,1.2,United States,2006
J Flowers,United States,48,1.2,United States,2006
Robert Friedland,United States,55,1.2,Hong Kong,2006
Phillip Frost,United States,69,1.2,United States,2006
Soichiro Fukutake,Japan,60,1.2,Japan,2006
Ernest Gallo,United States,97,1.2,United States,2006
Pincus Green,United States,70,1.2,Switzerland,2006
Ingeburg Herz,Germany,86,1.2,Germany,2006
Stanley Stub Hubbard,United States,72,1.2,United States,2006
Pauline MacMillan Keinath,United States,74,1.2,United States,2006
Suna Kirac,Turkey,64,1.2,Turkey,2006
Jerome Kohlberg Jr,United States,80,1.2,United States,2006
Cargill MacMillan Jr,United States,79,1.2,United States,2006
John MacMillan III,United States,78,1.2,United States,2006
W MacMillan,United States,76,1.2,United States,2006
Whitney MacMillan,United States,77,1.2,United States,2006
Billy Joe (Red) McCombs,United States,78,1.2,United States,2006
Robert McLane Jr,United States,69,1.2,United States,2006
William Morean,United States,50,1.2,United States,2006
Arturo Moreno,United States,59,1.2,United States,2006
NR Narayana Murthy,India,59,1.2,India,2006
Kazuo Okada & family,Japan,63,1.2,Japan,2006
Kenshin Oshima,Japan,58,1.2,Japan,2006
Tuncay Ozilhan,Turkey,59,1.2,Turkey,2006
Jorge Perez,United States,57,1.2,United States,2006
Marion MacMillan Pictet,United States,74,1.2,Bermuda,2006
Victor Pinchuk,Ukraine,45,1.2,Ukraine,2006
Winthrop Rockefeller,United States,57,1.2,United States,2006
Steven Roth,United States,64,1.2,United States,2006
Herbert Sandler,United States,74,1.2,United States,2006
Richard Scaife,United States,74,1.2,United States,2006
Donald Schneider,United States,70,1.2,United States,2006
Doroth_a Steinbruch & family,Brazil,n/a,1.2,Brazil,2006
Serhiy Taruta,Ukraine,51,1.2,Ukraine,2006
A Alfred Taubman,United States,82,1.2,United States,2006
Phyllis Taylor,United States,64,1.2,United States,2006
David Tepper,United States,48,1.2,United States,2006
Wilma Tisch & family,United States,78,1.2,United States,2006
Yoshiaki Tsutsumi,Japan,71,1.2,Japan,2006
Peter Unger,Germany,61,1.2,Germany,2006
Theodore Waitt,United States,43,1.2,United States,2006
Tadahiro Yoshida & family,Japan,59,1.2,Japan,2006
Edmund Ansin,United States,70,1.1,United States,2006
John Arrillaga,United States,68,1.1,United States,2006
Anneliese Brost,Germany,85,1.1,Germany,2006
Gary Burrell,United States,68,1.1,United States,2006
James Cayne,United States,72,1.1,United States,2006
Chu Mang Yee,China,n/a,1.1,China,2006
Henrique Constantino,Brazil,34,1.1,Brazil,2006
Joaquim Constantino Neto,Brazil,40,1.1,Brazil,2006
Ricardo Constantino,Brazil,42,1.1,Brazil,2006
Constantino de Oliveira Jr,Brazil,37,1.1,Brazil,2006
David Duffield,United States,65,1.1,United States,2006
Bulent Eczacibasi,Turkey,56,1.1,Turkey,2006
Paul Fireman,United States,62,1.1,United States,2006
Kenneth Fisher,United States,55,1.1,United States,2006
William Ford Sr,United States,81,1.1,United States,2006
Mario Gabelli,United States,63,1.1,United States,2006
Robert Galvin,United States,83,1.1,United States,2006
David Gottesman,United States,79,1.1,United States,2006
William Gross,United States,61,1.1,United States,2006
Guo Guangchang,China,39,1.1,China,2006
Albert Gubay,United Kingdom,77,1.1,United Kingdom,2006
Han Chang-Woo & family,Japan,75,1.1,Japan,2006
Dietmar Hopp,Germany,65,1.1,Germany,2006
Hui Wing Mau,China,n/a,1.1,Hong Kong,2006
Jerral Jones,United States,63,1.1,United States,2006
George Joseph,United States,84,1.1,United States,2006
Katsuhiro Kinoshita,Japan,n/a,1.1,Japan,2006
Kyosuke Kinoshita,Japan,65,1.1,Japan,2006
Shigeyoshi Kinoshita,Japan,56,1.1,Japan,2006
Uday Kotak,India,47,1.1,India,2006
Robert Kraft,United States,64,1.1,United States,2006
Kenneth Langone,United States,70,1.1,United States,2006
Richard Li,Hong Kong,39,1.1,Hong Kong,2006
Robert Naify,United States,84,1.1,United States,2006
Richard Peery,United States,65,1.1,United States,2006
Nelson Peltz,United States,63,1.1,United States,2006
Jesse Robinson,United States,82,1.1,United States,2006
Edward Roski Jr,United States,67,1.1,United States,2006
Marion Sandler,United States,75,1.1,United States,2006
Hajime Satomi,Japan,64,1.1,Japan,2006
Herbert Siegel,United States,77,1.1,United States,2006
Herbert Simon,United States,71,1.1,United States,2006
Joyce Raley Teel,United States,76,1.1,United States,2006
Kenny Troutt,United States,58,1.1,United States,2006
Charlotte Colket Weber,United States,63,1.1,United States,2006
Kamil Yazici,Turkey,76,1.1,Turkey,2006
Yeoh Tiong Lay & family,Malaysia,76,1.1,Malaysia,2006
Ahmet Zorlu,Turkey,61,1.1,Turkey,2006
Majid Al Futtaim,United Arab Emirates,n/a,1,United Arab Emirates,2006
Mahdi Al-Tajir,United Arab Emirates,73,1,United Kingdom,2006
Calvin Ayre,Canada,44,1,Costa Rica,2006
Louis Bacon,United States,50,1,United Kingdom,2006
Perry Bass,United States,91,1,United States,2006
Subhash Chandra,India,55,1,India,2006
David Cheriton,Canada,n/a,1,United States,2006
Gary Comer,United States,78,1,United States,2006
Leszek Czarnecki,Poland,44,1,Poland,2006
Dermot Desmond,Ireland,56,1,Ireland,2006
Richard Desmond,United Kingdom,54,1,United Kingdom,2006
Omer Dinckok,Turkey,n/a,1,Turkey,2006
L Doerr,United States,55,1,United States,2006
James Dyson,United Kingdom,58,1,United Kingdom,2006
John Edson,United States,73,1,United States,2006
Marvin Herb,United States,69,1,United States,2006
William Hilton,United States,78,1,United States,2006
Jeremy Jacobs Sr,United States,66,1,United States,2006
Michael Jaharis,United States,78,1,United States,2006
Morris Kahn,Israel,76,1,Israel,2006
Mehmet Karamehmet & family,Turkey,61,1,Turkey,2006
William Kellogg,United States,62,1,United States,2006
Nasser Khalili,United Kingdom,60,1,United Kingdom,2006
Habil Khorakiwala,India,63,1,India,2006
Asim Kibar,Turkey,73,1,Turkey,2006
Jan Kulczyk,Poland,56,1,Poland,2006
Liu Yonghao,China,54,1,China,2006
Vijay Mallya,India,50,1,India,2006
Anne Windfohr Marion,United States,66,1,United States,2006
Bernard Osher,United States,78,1,United States,2006
Wilbur Ross Jr,United States,68,1,United States,2006
Joanne (JK) Rowling,United Kingdom,40,1,Scotland,2006
Lily Safra,Monaco,68,1,Monaco,2006
Silvio Scaglia,Italy,47,1,Italy,2006
Monika Schoeller,Germany,67,1,Germany,2006
Charles Simonyi,United States,58,1,United States,2006
Sheldon Solow,United States,77,1,United States,2006
John Stanton,United States,50,1,United States,2006
Kerry Stokes,Australia,64,1,Australia,2006
Tiong Hiew King,Malaysia,70,1,Malaysia,2006
Hope Hill Van Beuren,United States,72,1,United States,2006
Murat Vargi,Turkey,57,1,Turkey,2006
Dieter von Holtzbrinck,Germany,64,1,Germany,2006
Stefan von Holtzbrinck,Germany,42,1,Germany,2006
Todd Wagner,United States,45,1,United States,2006
Samuel Wyly,United States,70,1,United States,2006
Faruk Yalcin,Turkey,81,1,Turkey,2006
Jerry Zucker,United States,56,1,United States,2006
