"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","url.bio.forbes","url.image"
"1098",2001,"Billionaires","James Leininger","Leininger",0,72,"medical products","Healthcare","M","United States",2018-02-13 23:10:01,1426.15,1608,1608,NA,"TX","Texas",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/james-leininger","http://i.forbesimg.com/media/lists/people/james-leininger_200x200.jpg"
"1099",2001,"Billionaires","James Leprino","Leprino",0,80,"cheese","Food and Beverage","M","United States",2018-02-13 23:10:01,3104.041,768,768,NA,"CO","Colorado","Chairman, Leprino Foods",NA,NA,NA,FALSE,"http://www.forbes.com/profile/james-leprino","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1100",2001,"Billionaires","James Packer","Packer",-6.041,50,"casinos","Gambling & Casinos","M","Australia",2018-02-13 23:10:01,4070.197,542,542,"//specials-images.forbesimg.com/imageserve/59f743604bbe6f37dda1538a/416x416.jpg?background=000000&cropX1=789&cropX2=3727&cropY1=0&cropY2=2937","CO","Colorado",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/james-packer","http://i.forbesimg.com/media/lists/people/james-packer_200x200.jpg"
"1101",2001,"Billionaires","James Ratcliffe","Ratcliffe",0,65,"chemicals","Manufacturing","M","United Kingdom",2018-02-13 23:10:01,16688.247,81,81,"//specials-images.forbesimg.com/imageserve/58a0b863a7ea431f3219596c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/james-ratcliffe","http://i.forbesimg.com/media/lists/people/james-ratcliffe_200x200.jpg"
"1102",2001,"Billionaires","James Simons","Simons",0,79,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,20885,47,47,"//specials-images.forbesimg.com/imageserve/59d559a54bbe6f37dd9fffe3/416x416.jpg?background=000000&cropX1=142&cropX2=2025&cropY1=210&cropY2=2094","NY","New York","Founder, Renaissance Technologies Corp.",NA,NA,NA,FALSE,"http://www.forbes.com/profile/james-simons","http://i.forbesimg.com/media/lists/people/james-simons_200x200.jpg"
"1103",2001,"Billionaires","Jamie Dimon","Dimon",5.289,61,"banking","Finance and Investments","M","United States",2018-02-13 23:10:01,1298.576,1724,1724,"http://specials-images.forbesimg.com/imageserve/5637f8e0e4b0ffa7afe6969d/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=187&cropY2=929","NY","New York","CEO, Chase",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jamie-dimon","http://i.forbesimg.com/media/lists/people/jamie-dimon_200x200.jpg"
"1104",2001,"Billionaires","Jamshyd Godrej","Godrej",0.001,69,"consumer goods","Diversified","M","India",2018-02-13 23:10:01,2933.958,813,814,"//specials-images.forbesimg.com/imageserve/58a20a7731358e1a35ab49ef/416x416.jpg?background=000000&cropX1=98&cropX2=467&cropY1=66&cropY2=435",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jamshyd-godrej","http://i.forbesimg.com/media/lists/people/jamshyd-godrej_200x200.jpg"
"1105",2001,"Billionaires","Jan Koum","Koum",-38.341,41,"WhatsApp","Technology","M","United States",2018-02-13 23:10:01,9064.417,177,177,"//specials-images.forbesimg.com/imageserve/801ec43bb68e10b5a7f598c40253255b/416x416.jpg?background=000000&cropX1=150&cropX2=594&cropY1=27&cropY2=472","CA","California","CEO, cofounder, WhatsApp Inc.",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jan-koum","http://i.forbesimg.com/media/lists/people/jan-koum_200x200.jpg"
"1106",2001,"Billionaires","Jane Goldman","Goldman",0,62,"real estate","Real Estate","F","United States",2018-02-13 23:10:01,3123.22,759,759,"http://specials-images.forbesimg.com/imageserve/57e1169431358e16c589bb3f/416x416.jpg?background=000000&cropX1=40&cropX2=744&cropY1=50&cropY2=754","NY","New York",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jane-goldman","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1107",2001,"Billionaires","Jane Lauder","Lauder",8.271,45,"cosmetics","Fashion & Retail","F","United States",2018-02-13 23:10:01,2511.685,962,962,"//specials-images.forbesimg.com/imageserve/59de7da7a7ea436b47b3b8f5/416x416.jpg?background=000000&cropX1=514&cropX2=1474&cropY1=227&cropY2=1187","NY","New York",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jane-lauder","http://i.forbesimg.com/media/lists/people/jane-lauder_200x200.jpg"
"1108",2001,"Billionaires","Jaran Chiaravanont","Chiaravanont",54.298,87,"diversified","Diversified","M","Thailand",2018-02-13 23:10:01,4184.677,522,522,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jaran-chiaravanont","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1109",2001,"Billionaires","Jasminder Singh & family","Singh",0,67,"hotels","Real Estate","M","United Kingdom",2018-02-13 23:10:01,1404.308,1627,1627,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jasminder-singh","http://i.forbesimg.com/media/lists/people/jasminder-singh_200x200.jpg"
"1110",2001,"Billionaires","Jason Chang","Chang",0.001,73,"electronics","Technology","M","Singapore",2018-02-13 23:10:01,3053.665,778,778,"//specials-images.forbesimg.com/imageserve/5fc2a1468e3fa5f7e688c992791f5e72/416x416.jpg?background=000000&cropX1=26&cropX2=698&cropY1=102&cropY2=774",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jason-chang","http://i.forbesimg.com/media/lists/people/jason-chang_200x200.jpg"
"1111",2001,"Billionaires","Jason Jiang","Jiang",-117.28,45,"advertising","Media & Entertainment","M","China",2018-02-13 23:10:01,6792.18,252,252,"//specials-images.forbesimg.com/imageserve/589d054e31358e1a35ab0a82/416x416.jpg?background=000000&cropX1=147&cropX2=703&cropY1=61&cropY2=617",NA,"Shanghai",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jason-jiang","http://i.forbesimg.com/media/lists/people/jason-jiang_200x200.jpg"
"1112",2001,"Billionaires","Jay Paul","Paul",0,70,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,2583.894,928,928,"//specials-images.forbesimg.com/imageserve/59dd83b94bbe6f37dda04c50/416x416.jpg?background=000000&cropX1=662&cropX2=1523&cropY1=75&cropY2=936","CA","California",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jay-paul","http://i.forbesimg.com/media/lists/people/jay-paul_200x200.jpg"
"1113",2001,"Billionaires","Jay Robert (J.B.) Pritzker","Pritzker",1.61,53,"hotels, investments","Finance and Investments","M","United States",2018-02-13 23:10:01,3461.411,660,661,"//specials-images.forbesimg.com/imageserve/59dbdd1e31358e542c0381c2/416x416.jpg?background=000000&cropX1=263&cropX2=880&cropY1=174&cropY2=791","IL","Illinois",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jay-robert-jb-pritzker","http://i.forbesimg.com/media/lists/people/jay-robert-jb-pritzker_200x200.jpg"
"1114",2001,"Billionaires","Jay Y. Lee","Lee",239.266,49,"Samsung","Diversified","M","South Korea",2018-02-13 23:10:01,7724.458,210,210,"//specials-images.forbesimg.com/imageserve/58f8d97e4bbe6f1aff4612f3/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=63&cropY2=807",NA,NA,"Vice Chairman, Samsung Electronics",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jay-y-lee","http://i.forbesimg.com/media/lists/people/jay-y-lee_200x200.jpg"
"1115",2001,"Billionaires","Jayme Garfinkel","Garfinkel",0,72,"insurance","Finance and Investments","M","Brazil",2018-02-13 23:10:01,2022.294,1202,1202,"//specials-images.forbesimg.com/imageserve/ecb4abe90866ae3092a1e3b0601b43df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=82&cropY2=826",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jayme-garfinkel","http://i.forbesimg.com/media/lists/people/jayme-garfinkel_200x200.jpg"
"1116",2001,"Billionaires","Jean Burelle","Burelle",4.065,79,"automotive systems","Automotive","M","France",2018-02-13 23:10:01,1838.916,1298,1298,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-burelle","http://i.forbesimg.com/media/lists/people/jean-burelle_200x200.jpg"
"1117",2001,"Billionaires","Jean (Gigi) Pritzker","Pritzker",16.609,55,"hotels, investments","Service","F","United States",2018-02-13 23:10:01,3025.048,785,785,"//specials-images.forbesimg.com/imageserve/59dd78f431358e542c0393c0/416x416.jpg?background=000000&cropX1=600&cropX2=3478&cropY1=369&cropY2=3249","IL","Illinois",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-gigi-pritzker","http://i.forbesimg.com/media/lists/people/jean-gigi-pritzker_200x200.jpg"
"1118",2001,"Billionaires","Jean-Michel Besnier","Besnier",2.43,50,"cheese","Food and Beverage","M","France",2018-02-13 23:10:01,5491.544,353,353,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-michel-besnier","http://i.forbesimg.com/media/lists/people/jean-michel-besnier_200x200.jpg"
"1119",2001,"Billionaires","Jean-Paul and Martine Clozel","Clozel",-3.95,NA,"pharmaceuticals","Healthcare",NA,"Switzerland",2018-02-13 23:10:01,1926.659,1259,1259,"//specials-images.forbesimg.com/imageserve/58c71f084bbe6f0e558881d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=160&cropY2=904",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-paul-and-martine-clozel","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1120",2001,"Billionaires","Jean Pierre Cayard","Cayard",0,75,"spirits","Food and Beverage","M","France",2018-02-13 23:10:01,4581.746,463,463,"//specials-images.forbesimg.com/imageserve/58c71f63a7ea431f321b0e85/416x416.jpg?background=000000&cropX1=101&cropX2=742&cropY1=73&cropY2=714",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-pierre-cayard","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1121",2001,"Billionaires","Jean Salata","Salata",0,52,"finance","Finance and Investments","M","Chile",2018-02-13 23:10:01,1648.5,1435,1435,"//specials-images.forbesimg.com/imageserve/5a5e111731358e4955aac71b/416x416.jpg?background=000000&cropX1=694&cropX2=2397&cropY1=237&cropY2=1938",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jean-salata","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1122",2001,"Billionaires","Jeff Greene","Greene",0,63,"real estate, investments","Real Estate","M","United States",2018-02-13 23:10:01,3785,591,591,"//specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788","FL","Florida",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeff-greene","http://i.forbesimg.com/media/lists/people/jeff-greene_200x200.jpg"
"1123",2001,"Billionaires","Jeff Rothschild","Rothschild",-49.226,63,"Facebook","Technology","M","United States",2018-02-13 23:10:01,2828.982,842,842,"http://specials-images.forbesimg.com/imageserve/9e4a842bf781ef26772ff033024ccce7/416x416.jpg?background=000000&cropX1=45&cropX2=744&cropY1=50&cropY2=749","CA","California","Advisor, Facebook",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeff-rothschild","http://i.forbesimg.com/media/lists/people/jeff-rothschild_200x200.jpg"
"1124",2001,"Billionaires","Jeff Sutton","Sutton",0,58,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,3956.5,563,563,NA,"NY","New York",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeff-sutton","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1125",2001,"Billionaires","Jeffery Hildebrand","Hildebrand",0,58,"oil","Energy","M","United States",2018-02-13 23:10:01,3677.141,614,614,"//specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530","TX","Texas",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeffery-hildebrand","http://i.forbesimg.com/media/lists/people/jeffery-hildebrand_200x200.jpg"
"1126",2001,"Billionaires","Jeffrey Gundlach","Gundlach",0,59,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,1862,1288,1288,"http://specials-images.forbesimg.com/imageserve/572261f84bbe6f6f95750303/416x416.jpg?background=000000&cropX1=43&cropX2=744&cropY1=8&cropY2=709","CA","California","CEO, DoubleLine Capital",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeffrey-gundlach","http://i.forbesimg.com/media/lists/people/jeffrey-gundlach_200x200.jpg"
"1127",2001,"Billionaires","Jeffrey Lorberbaum","Lorberbaum",-30.124,63,"flooring","Manufacturing","M","United States",2018-02-13 23:10:01,2476.331,980,980,"http://specials-images.forbesimg.com/imageserve/a5191b847bd677e5f6bd8591568872c4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044","TN","Tennessee",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeffrey-lorberbaum","http://i.forbesimg.com/media/lists/people/jeffrey-lorberbaum_200x200.jpg"
"1128",2001,"Billionaires","Jeffrey Lurie","Lurie",0,66,"Philadelphia Eagles","Sports","M","United States",2018-02-13 23:10:01,2038,1197,1197,"//specials-images.forbesimg.com/imageserve/59de7df931358e542c039f39/416x416.jpg?background=000000&cropX1=473&cropX2=1258&cropY1=110&cropY2=895","PA","Pennsylvania",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeffrey-lurie","http://i.forbesimg.com/media/lists/people/jeffrey-lurie_200x200.jpg"
"1129",2001,"Billionaires","Jen-Hsun Huang","Huang",108.1,54,"semiconductors","Technology","M","United States",2018-02-13 23:10:01,5650.841,334,334,"//specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326","CA","California",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jen-hsun-huang","http://i.forbesimg.com/media/lists/people/jen-hsun-huang_200x200.jpg"
"1130",2001,"Billionaires","Jennifer Pritzker","Pritzker",2.13,67,"hotels, investments","Service","F","United States",2018-02-13 23:10:01,1935.309,1255,1255,"http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863","IL","Illinois","CEO, Tawani Enterprises",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jennifer-pritzker","http://i.forbesimg.com/media/lists/people/jennifer-pritzker_200x200.jpg"
"1131",2001,"Billionaires","Jeremy Jacobs Sr","Jacobs",0,78,"concessions","Service","M","United States",2018-02-13 23:10:01,4616.579,460,460,"//specials-images.forbesimg.com/imageserve/59d7e1794bbe6f37dda01fc7/416x416.jpg?background=000000&cropX1=234&cropX2=3125&cropY1=0&cropY2=2889","NY","New York",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jeremy-jacobs-sr","http://i.forbesimg.com/media/lists/people/jeremy-jacobs-sr_200x200.jpg"
"1132",2001,"Billionaires","Jerry Jones","Jones",0,75,"Dallas Cowboys","Sports","M","United States",2018-02-13 23:10:01,5575,347,347,"//specials-images.forbesimg.com/imageserve/59d59a834bbe6f37dda004a8/416x416.jpg?background=000000&cropX1=790&cropX2=3346&cropY1=5&cropY2=2560","TX","Texas","President and General Manager, Dallas Cowboys",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jerry-jones","http://i.forbesimg.com/media/lists/people/jerry-jones_200x200.jpg"
"1133",2001,"Billionaires","Jerry Reinsdorf","Reinsdorf",0,81,"sports teams","Sports","M","United States",2018-02-13 23:10:01,1437,1601,1601,NA,"IL","Illinois",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jerry-reinsdorf","http://i.forbesimg.com/media/lists/people/jerry-reinsdorf_200x200.jpg"
"1134",2001,"Billionaires","Jerry Speyer","Speyer",0,77,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,3947.718,565,565,"//specials-images.forbesimg.com/imageserve/59d7fdd831358e542c036ecf/416x416.jpg?background=000000&cropX1=169&cropX2=1611&cropY1=40&cropY2=1483","NY","New York",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jerry-speyer","http://i.forbesimg.com/media/lists/people/jerry-speyer_200x200.jpg"
"1135",2001,"Billionaires","Ji Changqun","Ji",51.786,50,"real estate","Real Estate","M","China",2018-02-13 23:10:01,4677.021,454,454,NA,NA,"Jiangsu",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ji-changqun-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1136",2001,"Billionaires","Ji Qi","Ji",-84.7,51,"hotels, motels","Real Estate","M","China",2018-02-13 23:10:01,3446.614,664,664,"//specials-images.forbesimg.com/imageserve/5a0ca0954bbe6f37e657caba/416x416.jpg?background=000000&cropX1=1431&cropX2=2475&cropY1=1382&cropY2=2427",NA,"Shanghai",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ji-qi","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1137",2001,"Billionaires","Jiang Bin","Jiang",4.051,51,"acoustic components","Technology","M","China",2018-02-13 23:10:01,3261.63,716,716,"http://specials-images.forbesimg.com/imageserve/33882d7aaf458263cb07411d98863327/416x416.jpg?background=000000&cropX1=151&cropX2=644&cropY1=37&cropY2=530",NA,"Shandong",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-bin","http://i.forbesimg.com/media/lists/people/jiang-bin_200x200.jpg"
"1138",2001,"Billionaires","Jiang Rensheng & family","Jiang",56.208,64,"vaccine production","Healthcare","M","China",2018-02-13 23:10:01,3718.35,602,602,NA,NA,"Chongqing",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-rensheng","http://i.forbesimg.com/media/lists/people/jiang-rensheng_200x200.jpg"
"1139",2001,"Billionaires","Jiang Wei","Jiang",4.29,56,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1049.388,1941,1941,NA,NA,"Guizhou",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-wei","http://i.forbesimg.com/media/lists/people/jiang-wei_200x200.jpg"
"1140",2001,"Billionaires","Jiang Weiping & family","Jiang",-15.262,62,"chemicals","Manufacturing","M","China",2018-02-13 23:10:01,4176.626,523,523,NA,NA,"Sichuan",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-weiping","http://i.forbesimg.com/media/lists/people/jiang-weiping_200x200.jpg"
"1141",2001,"Billionaires","Jiang Xuefei & family","Jiang",2.357,48,"printed circuit boards","Technology","M","China",2018-02-13 23:10:01,1125.764,1884,1884,NA,NA,"Guangdong",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-xuefei","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1142",2001,"Billionaires","Jiang Yehua & family","Jiang",0,55,"real estate","Real Estate","M","China",2018-02-13 23:10:01,2095.434,1160,1160,NA,NA,"Chongqing",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-yehua","http://i.forbesimg.com/media/lists/people/jiang-yehua_200x200.jpg"
"1143",2001,"Billionaires","Jiang Zhaobai","Jiang",-17.893,54,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1207.914,1807,1807,"//specials-images.forbesimg.com/imageserve/58c3311e31358e1a35accc87/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=87&cropY2=811",NA,"Shanghai",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jiang-zhaobai","http://i.forbesimg.com/media/lists/people/jiang-zhaobai_200x200.jpg"
"1144",2001,"Billionaires","Jim Breyer","Breyer",-27.71,56,"venture capital","Technology","M","United States",2018-02-13 23:10:01,2941.775,808,808,"//specials-images.forbesimg.com/imageserve/58d13bcea7ea431f321b80b8/416x416.jpg?background=000000&cropX1=11&cropX2=712&cropY1=61&cropY2=762","CA","California","Founder, CEO, Breyer Capital",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-breyer","http://i.forbesimg.com/media/lists/people/jim-breyer_200x200.jpg"
"1145",2001,"Billionaires","Jim Davis & family","Davis",0,74,"New Balance","Manufacturing","M","United States",2018-02-13 23:10:01,5257.874,377,377,"//specials-images.forbesimg.com/imageserve/57e05f5f4bbe6f6781c525cd/416x416.jpg?background=000000&cropX1=69&cropX2=663&cropY1=87&cropY2=682","MA","Massachusetts","Chairman, New Balance",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-davis","http://i.forbesimg.com/media/lists/people/jim-davis_200x200.jpg"
"1146",2001,"Billionaires","Jim Davis","Davis",0,57,"staffing & recruiting","Service","M","United States",2018-02-13 23:10:01,2833.848,841,841,NA,"MD","Maryland",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-davis-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1147",2001,"Billionaires","Jim Justice II","Justice",1.302,66,"coal","Metals & Mining","M","United States",2018-02-13 23:10:01,1730.357,1365,1365,"//specials-images.forbesimg.com/imageserve/5942b95e4bbe6f1b730ba19b/416x416.jpg?background=000000&cropX1=2162&cropX2=3991&cropY1=440&cropY2=2268","WV","West Virginia",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-justice-ii","http://i.forbesimg.com/media/lists/people/jim-justice-ii_200x200.jpg"
"1148",2001,"Billionaires","Jim Kennedy","Kennedy",0,70,"media","Media & Entertainment","M","United States",2018-02-13 23:10:01,12578.277,122,123,"//specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272","GA","Georgia","Chairman, Cox Enterprises",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-kennedy","http://i.forbesimg.com/media/lists/people/jim-kennedy_200x200.jpg"
"1149",2001,"Billionaires","Jim Thompson","Thompson",0,78,"logistics","Logistics","M","United States",2018-02-13 23:10:01,1478.322,1565,1565,"//specials-images.forbesimg.com/imageserve/568981e9e4b0ffa7afe8a69e/416x416.jpg?background=000000&cropX1=19&cropX2=686&cropY1=116&cropY2=783",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jim-thompson","http://i.forbesimg.com/media/lists/people/jim-thompson_200x200.jpg"
"1150",2001,"Billionaires","Jimmy Haslam","Haslam",0,63,"gas stations, retail","Fashion & Retail","M","United States",2018-02-13 23:10:01,3409.863,676,676,"//specials-images.forbesimg.com/imageserve/59dbd3a94bbe6f37dda03533/416x416.jpg?background=000000&cropX1=490&cropX2=1860&cropY1=270&cropY2=1640","TN","Tennessee","CEO, Pilot Flying J",NA,NA,NA,FALSE,"http://www.forbes.com/profile/jimmy-haslam","http://i.forbesimg.com/media/lists/people/jimmy-haslam_200x200.jpg"
"1151",2001,"Billionaires","Jin Huiming","Jin",0,65,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1175.699,1843,1843,NA,NA,"Shanghai",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jin-huiming","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1152",2001,"Billionaires","Jitendra Virwani","Virwani",0,51,"real estate","Real Estate","M","India",2018-02-13 23:10:01,2201.004,1099,1099,"//specials-images.forbesimg.com/imageserve/59cc144ea7ea434a34f46ccd/416x416.jpg?background=000000&cropX1=626&cropX2=3974&cropY1=0&cropY2=3346",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/jitendra-virwani","http://i.forbesimg.com/media/lists/people/jitendra-virwani_200x200.jpg"
"1153",2001,"Billionaires","Joao Alves de Queiroz Filho","Alves de Queiroz Filho",-8.155,65,"consumer goods","Diversified","M","Brazil",2018-02-13 23:10:01,2022.938,1201,1201,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/joao-alves-de-queiroz-filho","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1154",2001,"Billionaires","Joao Moreira Salles","Moreira Salles",0,56,"banking, minerals","Diversified","M","Brazil",2018-02-13 23:10:01,5019.465,396,396,"//specials-images.forbesimg.com/imageserve/58c2f9484bbe6f0e558857b2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/joao-moreira-salles","http://i.forbesimg.com/media/lists/people/joao-moreira-salles_200x200.jpg"
"1155",2001,"Billionaires","Joao Roberto Marinho","Marinho",0,64,"media","Media & Entertainment","M","Brazil",2018-02-13 23:10:01,2392.67,1022,1022,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/joao-roberto-marinho","http://i.forbesimg.com/media/lists/people/joao-roberto-marinho_200x200.jpg"
"1156",2001,"Billionaires","Joe Gebbia","Gebbia",0,36,"Airbnb","Technology","M","United States",2018-02-13 23:10:01,3800,584,585,"//specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336","CA","California","Chief Product Officer & Cofounder, Airbnb, Inc.",NA,NA,NA,FALSE,"http://www.forbes.com/profile/joe-gebbia","http://i.forbesimg.com/media/lists/people/joe-gebbia_200x200.jpg"
"1157",2001,"Billionaires","Joe Lewis","Lewis",-1.757,81,"investments","Finance and Investments","M","United Kingdom",2018-02-13 23:10:01,5008.632,400,400,"//specials-images.forbesimg.com/imageserve/58a0b92231358e1a35ab37dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/joe-lewis","http://i.forbesimg.com/media/lists/people/joe-lewis_200x200.jpg"
"1158",2001,"Billionaires","Joe Mansueto","Mansueto",0.47,61,"investment research","Finance and Investments","M","United States",2018-02-13 23:10:01,2521.641,957,957,"//specials-images.forbesimg.com/imageserve/59de4003a7ea436b47b3b50e/416x416.jpg?background=000000&cropX1=835&cropX2=3191&cropY1=238&cropY2=2592","IL","Illinois","Chairman and CEO, Morningstar",NA,NA,NA,FALSE,"http://www.forbes.com/profile/joe-mansueto","http://i.forbesimg.com/media/lists/people/joe-mansueto_200x200.jpg"
"1159",2001,"Billionaires","Johan Johannson","Johannson",0,51,"grocery stores","Fashion & Retail","M","Norway",2018-02-13 23:10:01,4429.976,484,484,"//specials-images.forbesimg.com/imageserve/58a38de731358e1a35ab63f5/416x416.jpg?background=000000&cropX1=23&cropX2=744&cropY1=97&cropY2=819",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/johan-johannson","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1160",2001,"Billionaires","Johann Graf","Graf",0,71,"gambling","Gambling & Casinos","M","Austria",2018-02-13 23:10:01,8184.985,195,195,"//specials-images.forbesimg.com/imageserve/957d0594c392bd2f95bec45493d2be9c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/johann-graf","http://i.forbesimg.com/media/lists/people/johann-graf_200x200.jpg"
"1161",2001,"Billionaires","Johanna Braun","Braun",0,38,"medical technology","Healthcare","F","Germany",2018-02-13 23:10:01,1753.69,1342,1343,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/johanna-braun","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
