"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","title.company","headquarters","state","net_worth.millions","position","rank","url.bio.forbes","url.image"
"1186",2000,"Billionaires","Jean (Gigi) Pritzker","Pritzker",16.609,55,"hotels, investments","Service","F","United States",2018-02-13 23:10:01,3025.048,785,785,"//specials-images.forbesimg.com/imageserve/59dd78f431358e542c0393c0/416x416.jpg?background=000000&cropX1=600&cropX2=3478&cropY1=369&cropY2=3249",NA,"IL","Illinois",NA,NA,NA,"http://www.forbes.com/profile/jean-gigi-pritzker","http://i.forbesimg.com/media/lists/people/jean-gigi-pritzker_200x200.jpg"
"1187",2000,"Billionaires","Jean-Michel Besnier","Besnier",2.43,50,"cheese","Food and Beverage","M","France",2018-02-13 23:10:01,5491.544,353,353,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jean-michel-besnier","http://i.forbesimg.com/media/lists/people/jean-michel-besnier_200x200.jpg"
"1188",2000,"Billionaires","Jean-Paul and Martine Clozel","Clozel",-3.95,NA,"pharmaceuticals","Healthcare",NA,"Switzerland",2018-02-13 23:10:01,1926.659,1259,1259,"//specials-images.forbesimg.com/imageserve/58c71f084bbe6f0e558881d9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=160&cropY2=904",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jean-paul-and-martine-clozel","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1189",2000,"Billionaires","Jean Pierre Cayard","Cayard",0,75,"spirits","Food and Beverage","M","France",2018-02-13 23:10:01,4581.746,463,463,"//specials-images.forbesimg.com/imageserve/58c71f63a7ea431f321b0e85/416x416.jpg?background=000000&cropX1=101&cropX2=742&cropY1=73&cropY2=714",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jean-pierre-cayard","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1190",2000,"Billionaires","Jean Salata","Salata",0,52,"finance","Finance and Investments","M","Chile",2018-02-13 23:10:01,1648.5,1435,1435,"//specials-images.forbesimg.com/imageserve/5a5e111731358e4955aac71b/416x416.jpg?background=000000&cropX1=694&cropX2=2397&cropY1=237&cropY2=1938",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jean-salata","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1191",2000,"Billionaires","Jeff Bezos","Bezos",2231.094,54,"Amazon.com","Technology","M","United States",2018-02-13 23:10:01,117549.937,1,1,"//specials-images.forbesimg.com/imageserve/59d503be31358e542c034e90/416x416.jpg?background=000000&cropX1=9&cropX2=2203&cropY1=73&cropY2=2267","CEO and Founder, Amazon.com","WA","Washington",NA,NA,NA,"http://www.forbes.com/profile/jeff-bezos","http://i.forbesimg.com/media/lists/people/jeff-bezos_200x200.jpg"
"1192",2000,"Billionaires","Jeff Greene","Greene",0,63,"real estate, investments","Real Estate","M","United States",2018-02-13 23:10:01,3785,591,591,"//specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788",NA,"FL","Florida",NA,NA,NA,"http://www.forbes.com/profile/jeff-greene","http://i.forbesimg.com/media/lists/people/jeff-greene_200x200.jpg"
"1193",2000,"Billionaires","Jeff Rothschild","Rothschild",-49.226,63,"Facebook","Technology","M","United States",2018-02-13 23:10:01,2828.982,842,842,"http://specials-images.forbesimg.com/imageserve/9e4a842bf781ef26772ff033024ccce7/416x416.jpg?background=000000&cropX1=45&cropX2=744&cropY1=50&cropY2=749","Advisor, Facebook","CA","California",NA,NA,NA,"http://www.forbes.com/profile/jeff-rothschild","http://i.forbesimg.com/media/lists/people/jeff-rothschild_200x200.jpg"
"1194",2000,"Billionaires","Jeff Sutton","Sutton",0,58,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,3956.5,563,563,NA,NA,"NY","New York",NA,NA,NA,"http://www.forbes.com/profile/jeff-sutton","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1195",2000,"Billionaires","Jeffery Hildebrand","Hildebrand",0,58,"oil","Energy","M","United States",2018-02-13 23:10:01,3677.141,614,614,"//specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530",NA,"TX","Texas",NA,NA,NA,"http://www.forbes.com/profile/jeffery-hildebrand","http://i.forbesimg.com/media/lists/people/jeffery-hildebrand_200x200.jpg"
"1196",2000,"Billionaires","Jeffrey Gundlach","Gundlach",0,59,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,1862,1288,1288,"http://specials-images.forbesimg.com/imageserve/572261f84bbe6f6f95750303/416x416.jpg?background=000000&cropX1=43&cropX2=744&cropY1=8&cropY2=709","CEO, DoubleLine Capital","CA","California",NA,NA,NA,"http://www.forbes.com/profile/jeffrey-gundlach","http://i.forbesimg.com/media/lists/people/jeffrey-gundlach_200x200.jpg"
"1197",2000,"Billionaires","Jeffrey Lorberbaum","Lorberbaum",-30.124,63,"flooring","Manufacturing","M","United States",2018-02-13 23:10:01,2476.331,980,980,"http://specials-images.forbesimg.com/imageserve/a5191b847bd677e5f6bd8591568872c4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044",NA,"TN","Tennessee",NA,NA,NA,"http://www.forbes.com/profile/jeffrey-lorberbaum","http://i.forbesimg.com/media/lists/people/jeffrey-lorberbaum_200x200.jpg"
"1198",2000,"Billionaires","Jeffrey Lurie","Lurie",0,66,"Philadelphia Eagles","Sports","M","United States",2018-02-13 23:10:01,2038,1197,1197,"//specials-images.forbesimg.com/imageserve/59de7df931358e542c039f39/416x416.jpg?background=000000&cropX1=473&cropX2=1258&cropY1=110&cropY2=895",NA,"PA","Pennsylvania",NA,NA,NA,"http://www.forbes.com/profile/jeffrey-lurie","http://i.forbesimg.com/media/lists/people/jeffrey-lurie_200x200.jpg"
"1199",2000,"Billionaires","Jeffrey Skoll","Skoll",-16.716,53,"eBay","Technology","M","United States",2018-02-13 23:10:01,4840.764,428,428,"//specials-images.forbesimg.com/imageserve/59d7e2474bbe6f37dda01fd9/416x416.jpg?background=000000&cropX1=1412&cropX2=4500&cropY1=373&cropY2=3463",NA,"CA","California",NA,NA,NA,"http://www.forbes.com/profile/jeffrey-skoll","http://i.forbesimg.com/media/lists/people/jeffrey-skoll_200x200.jpg"
"1200",2000,"Billionaires","Jen-Hsun Huang","Huang",108.1,54,"semiconductors","Technology","M","United States",2018-02-13 23:10:01,5650.841,334,334,"//specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326",NA,"CA","California",NA,NA,NA,"http://www.forbes.com/profile/jen-hsun-huang","http://i.forbesimg.com/media/lists/people/jen-hsun-huang_200x200.jpg"
"1201",2000,"Billionaires","Jennifer Pritzker","Pritzker",2.13,67,"hotels, investments","Service","F","United States",2018-02-13 23:10:01,1935.309,1255,1255,"http://specials-images.forbesimg.com/imageserve/ddf023d2232062246fe213fe69078302/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=119&cropY2=863","CEO, Tawani Enterprises","IL","Illinois",NA,NA,NA,"http://www.forbes.com/profile/jennifer-pritzker","http://i.forbesimg.com/media/lists/people/jennifer-pritzker_200x200.jpg"
"1202",2000,"Billionaires","Jeremy Jacobs Sr","Jacobs",0,78,"concessions","Service","M","United States",2018-02-13 23:10:01,4616.579,460,460,"//specials-images.forbesimg.com/imageserve/59d7e1794bbe6f37dda01fc7/416x416.jpg?background=000000&cropX1=234&cropX2=3125&cropY1=0&cropY2=2889",NA,"NY","New York",NA,NA,NA,"http://www.forbes.com/profile/jeremy-jacobs-sr","http://i.forbesimg.com/media/lists/people/jeremy-jacobs-sr_200x200.jpg"
"1203",2000,"Billionaires","Jeronimo Arango & family","Arango",1.606,92,"retail","Fashion & Retail","M","Mexico",2018-02-13 23:10:01,4346.769,499,499,NA,NA,"CA","California",NA,NA,NA,"http://www.forbes.com/profile/jeronimo-arango","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1204",2000,"Billionaires","Jerry Jones","Jones",0,75,"Dallas Cowboys","Sports","M","United States",2018-02-13 23:10:01,5575,347,347,"//specials-images.forbesimg.com/imageserve/59d59a834bbe6f37dda004a8/416x416.jpg?background=000000&cropX1=790&cropX2=3346&cropY1=5&cropY2=2560","President and General Manager, Dallas Cowboys","TX","Texas",NA,NA,NA,"http://www.forbes.com/profile/jerry-jones","http://i.forbesimg.com/media/lists/people/jerry-jones_200x200.jpg"
"1205",2000,"Billionaires","Jerry Reinsdorf","Reinsdorf",0,81,"sports teams","Sports","M","United States",2018-02-13 23:10:01,1437,1601,1601,NA,NA,"IL","Illinois",NA,NA,NA,"http://www.forbes.com/profile/jerry-reinsdorf","http://i.forbesimg.com/media/lists/people/jerry-reinsdorf_200x200.jpg"
"1206",2000,"Billionaires","Jerry Speyer","Speyer",0,77,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,3947.718,565,565,"//specials-images.forbesimg.com/imageserve/59d7fdd831358e542c036ecf/416x416.jpg?background=000000&cropX1=169&cropX2=1611&cropY1=40&cropY2=1483",NA,"NY","New York",NA,NA,NA,"http://www.forbes.com/profile/jerry-speyer","http://i.forbesimg.com/media/lists/people/jerry-speyer_200x200.jpg"
"1207",2000,"Billionaires","Jerry Yang","Yang",-6.748,49,"Yahoo","Technology","M","United States",2018-02-13 23:10:01,2610.782,916,916,"//specials-images.forbesimg.com/imageserve/59dd8e324bbe6f37dda04cd3/416x416.jpg?background=000000&cropX1=1392&cropX2=2949&cropY1=418&cropY2=1975","Cofounder, Yahoo!","CA","California",NA,NA,NA,"http://www.forbes.com/profile/jerry-yang","http://i.forbesimg.com/media/lists/people/jerry-yang_200x200.jpg"
"1208",2000,"Billionaires","Ji Changqun","Ji",51.786,50,"real estate","Real Estate","M","China",2018-02-13 23:10:01,4677.021,454,454,NA,NA,NA,"Jiangsu",NA,NA,NA,"http://www.forbes.com/profile/ji-changqun-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1209",2000,"Billionaires","Ji Qi","Ji",-84.7,51,"hotels, motels","Real Estate","M","China",2018-02-13 23:10:01,3446.614,664,664,"//specials-images.forbesimg.com/imageserve/5a0ca0954bbe6f37e657caba/416x416.jpg?background=000000&cropX1=1431&cropX2=2475&cropY1=1382&cropY2=2427",NA,NA,"Shanghai",NA,NA,NA,"http://www.forbes.com/profile/ji-qi","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1210",2000,"Billionaires","Jiang Bin","Jiang",4.051,51,"acoustic components","Technology","M","China",2018-02-13 23:10:01,3261.63,716,716,"http://specials-images.forbesimg.com/imageserve/33882d7aaf458263cb07411d98863327/416x416.jpg?background=000000&cropX1=151&cropX2=644&cropY1=37&cropY2=530",NA,NA,"Shandong",NA,NA,NA,"http://www.forbes.com/profile/jiang-bin","http://i.forbesimg.com/media/lists/people/jiang-bin_200x200.jpg"
"1211",2000,"Billionaires","Jiang Rensheng & family","Jiang",56.208,64,"vaccine production","Healthcare","M","China",2018-02-13 23:10:01,3718.35,602,602,NA,NA,NA,"Chongqing",NA,NA,NA,"http://www.forbes.com/profile/jiang-rensheng","http://i.forbesimg.com/media/lists/people/jiang-rensheng_200x200.jpg"
"1212",2000,"Billionaires","Jiang Wei","Jiang",4.29,56,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1049.388,1941,1941,NA,NA,NA,"Guizhou",NA,NA,NA,"http://www.forbes.com/profile/jiang-wei","http://i.forbesimg.com/media/lists/people/jiang-wei_200x200.jpg"
"1213",2000,"Billionaires","Jiang Weiping & family","Jiang",-15.262,62,"chemicals","Manufacturing","M","China",2018-02-13 23:10:01,4176.626,523,523,NA,NA,NA,"Sichuan",NA,NA,NA,"http://www.forbes.com/profile/jiang-weiping","http://i.forbesimg.com/media/lists/people/jiang-weiping_200x200.jpg"
"1214",2000,"Billionaires","Jiang Xuefei & family","Jiang",2.357,48,"printed circuit boards","Technology","M","China",2018-02-13 23:10:01,1125.764,1884,1884,NA,NA,NA,"Guangdong",NA,NA,NA,"http://www.forbes.com/profile/jiang-xuefei","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1215",2000,"Billionaires","Jiang Yehua & family","Jiang",0,55,"real estate","Real Estate","M","China",2018-02-13 23:10:01,2095.434,1160,1160,NA,NA,NA,"Chongqing",NA,NA,NA,"http://www.forbes.com/profile/jiang-yehua","http://i.forbesimg.com/media/lists/people/jiang-yehua_200x200.jpg"
"1216",2000,"Billionaires","Jiang Zhaobai","Jiang",-17.893,54,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1207.914,1807,1807,"//specials-images.forbesimg.com/imageserve/58c3311e31358e1a35accc87/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=87&cropY2=811",NA,NA,"Shanghai",NA,NA,NA,"http://www.forbes.com/profile/jiang-zhaobai","http://i.forbesimg.com/media/lists/people/jiang-zhaobai_200x200.jpg"
"1217",2000,"Billionaires","Jim Breyer","Breyer",-27.71,56,"venture capital","Technology","M","United States",2018-02-13 23:10:01,2941.775,808,808,"//specials-images.forbesimg.com/imageserve/58d13bcea7ea431f321b80b8/416x416.jpg?background=000000&cropX1=11&cropX2=712&cropY1=61&cropY2=762","Founder, CEO, Breyer Capital","CA","California",NA,NA,NA,"http://www.forbes.com/profile/jim-breyer","http://i.forbesimg.com/media/lists/people/jim-breyer_200x200.jpg"
"1218",2000,"Billionaires","Jim Davis & family","Davis",0,74,"New Balance","Manufacturing","M","United States",2018-02-13 23:10:01,5257.874,377,377,"//specials-images.forbesimg.com/imageserve/57e05f5f4bbe6f6781c525cd/416x416.jpg?background=000000&cropX1=69&cropX2=663&cropY1=87&cropY2=682","Chairman, New Balance","MA","Massachusetts",NA,NA,NA,"http://www.forbes.com/profile/jim-davis","http://i.forbesimg.com/media/lists/people/jim-davis_200x200.jpg"
"1219",2000,"Billionaires","Jim Davis","Davis",0,57,"staffing & recruiting","Service","M","United States",2018-02-13 23:10:01,2833.848,841,841,NA,NA,"MD","Maryland",NA,NA,NA,"http://www.forbes.com/profile/jim-davis-1","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1220",2000,"Billionaires","Jim Justice II","Justice",1.302,66,"coal","Metals & Mining","M","United States",2018-02-13 23:10:01,1730.357,1365,1365,"//specials-images.forbesimg.com/imageserve/5942b95e4bbe6f1b730ba19b/416x416.jpg?background=000000&cropX1=2162&cropX2=3991&cropY1=440&cropY2=2268",NA,"WV","West Virginia",NA,NA,NA,"http://www.forbes.com/profile/jim-justice-ii","http://i.forbesimg.com/media/lists/people/jim-justice-ii_200x200.jpg"
"1221",2000,"Billionaires","Jim Kennedy","Kennedy",0,70,"media","Media & Entertainment","M","United States",2018-02-13 23:10:01,12578.277,122,123,"//specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272","Chairman, Cox Enterprises","GA","Georgia",NA,NA,NA,"http://www.forbes.com/profile/jim-kennedy","http://i.forbesimg.com/media/lists/people/jim-kennedy_200x200.jpg"
"1222",2000,"Billionaires","Jim Pattison","Pattison",22.008,89,"diversified","Diversified","M","Canada",2018-02-13 23:10:01,6962.777,245,245,"//specials-images.forbesimg.com/imageserve/589ccf76a7ea431f321924aa/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=255&cropY2=999","Founder, Chairman and CEO, Jim Pattison Group",NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jim-pattison","http://i.forbesimg.com/media/lists/people/jim-pattison_200x200.jpg"
"1223",2000,"Billionaires","Jim Thompson","Thompson",0,78,"logistics","Logistics","M","United States",2018-02-13 23:10:01,1478.322,1565,1565,"//specials-images.forbesimg.com/imageserve/568981e9e4b0ffa7afe8a69e/416x416.jpg?background=000000&cropX1=19&cropX2=686&cropY1=116&cropY2=783",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jim-thompson","http://i.forbesimg.com/media/lists/people/jim-thompson_200x200.jpg"
"1224",2000,"Billionaires","Jim Walton","Walton",557.91,69,"Wal-Mart","Fashion & Retail","M","United States",2018-02-13 23:10:01,47008.044,14,14,"//specials-images.forbesimg.com/imageserve/56d1b7cce4b0c144a7f6639f/416x416.jpg?background=000000&cropX1=110&cropX2=516&cropY1=35&cropY2=441","Chairman and CEO, Arvest Bank Group, Inc.","AR","Arkansas",NA,NA,NA,"http://www.forbes.com/profile/jim-walton","http://i.forbesimg.com/media/lists/people/jim-walton_200x200.jpg"
"1225",2000,"Billionaires","Jimmy Haslam","Haslam",0,63,"gas stations, retail","Fashion & Retail","M","United States",2018-02-13 23:10:01,3409.863,676,676,"//specials-images.forbesimg.com/imageserve/59dbd3a94bbe6f37dda03533/416x416.jpg?background=000000&cropX1=490&cropX2=1860&cropY1=270&cropY2=1640","CEO, Pilot Flying J","TN","Tennessee",NA,NA,NA,"http://www.forbes.com/profile/jimmy-haslam","http://i.forbesimg.com/media/lists/people/jimmy-haslam_200x200.jpg"
"1226",2000,"Billionaires","Jin Huiming","Jin",0,65,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1175.699,1843,1843,NA,NA,NA,"Shanghai",NA,NA,NA,"http://www.forbes.com/profile/jin-huiming","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1227",2000,"Billionaires","Jitendra Virwani","Virwani",0,51,"real estate","Real Estate","M","India",2018-02-13 23:10:01,2201.004,1099,1099,"//specials-images.forbesimg.com/imageserve/59cc144ea7ea434a34f46ccd/416x416.jpg?background=000000&cropX1=626&cropX2=3974&cropY1=0&cropY2=3346",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/jitendra-virwani","http://i.forbesimg.com/media/lists/people/jitendra-virwani_200x200.jpg"
"1228",2000,"Billionaires","Joao Alves de Queiroz Filho","Alves de Queiroz Filho",-8.155,65,"consumer goods","Diversified","M","Brazil",2018-02-13 23:10:01,2022.938,1201,1201,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/joao-alves-de-queiroz-filho","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1229",2000,"Billionaires","Joao Moreira Salles","Moreira Salles",0,56,"banking, minerals","Diversified","M","Brazil",2018-02-13 23:10:01,5019.465,396,396,"//specials-images.forbesimg.com/imageserve/58c2f9484bbe6f0e558857b2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/joao-moreira-salles","http://i.forbesimg.com/media/lists/people/joao-moreira-salles_200x200.jpg"
"1230",2000,"Billionaires","Joao Roberto Marinho","Marinho",0,64,"media","Media & Entertainment","M","Brazil",2018-02-13 23:10:01,2392.67,1022,1022,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/joao-roberto-marinho","http://i.forbesimg.com/media/lists/people/joao-roberto-marinho_200x200.jpg"
"1231",2000,"Billionaires","Joe Gebbia","Gebbia",0,36,"Airbnb","Technology","M","United States",2018-02-13 23:10:01,3800,584,585,"//specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336","Chief Product Officer & Cofounder, Airbnb, Inc.","CA","California",NA,NA,NA,"http://www.forbes.com/profile/joe-gebbia","http://i.forbesimg.com/media/lists/people/joe-gebbia_200x200.jpg"
"1232",2000,"Billionaires","Joe Lewis","Lewis",-1.757,81,"investments","Finance and Investments","M","United Kingdom",2018-02-13 23:10:01,5008.632,400,400,"//specials-images.forbesimg.com/imageserve/58a0b92231358e1a35ab37dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/joe-lewis","http://i.forbesimg.com/media/lists/people/joe-lewis_200x200.jpg"
"1233",2000,"Billionaires","Joe Mansueto","Mansueto",0.47,61,"investment research","Finance and Investments","M","United States",2018-02-13 23:10:01,2521.641,957,957,"//specials-images.forbesimg.com/imageserve/59de4003a7ea436b47b3b50e/416x416.jpg?background=000000&cropX1=835&cropX2=3191&cropY1=238&cropY2=2592","Chairman and CEO, Morningstar","IL","Illinois",NA,NA,NA,"http://www.forbes.com/profile/joe-mansueto","http://i.forbesimg.com/media/lists/people/joe-mansueto_200x200.jpg"
"1234",2000,"Billionaires","Johan Johannson","Johannson",0,51,"grocery stores","Fashion & Retail","M","Norway",2018-02-13 23:10:01,4429.976,484,484,"//specials-images.forbesimg.com/imageserve/58a38de731358e1a35ab63f5/416x416.jpg?background=000000&cropX1=23&cropX2=744&cropY1=97&cropY2=819",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/johan-johannson","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1235",2000,"Billionaires","Johann Graf","Graf",0,71,"gambling","Gambling & Casinos","M","Austria",2018-02-13 23:10:01,8184.985,195,195,"//specials-images.forbesimg.com/imageserve/957d0594c392bd2f95bec45493d2be9c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/johann-graf","http://i.forbesimg.com/media/lists/people/johann-graf_200x200.jpg"
"1236",2000,"Billionaires","Johann Rupert & family","Rupert",-60.979,67,"luxury goods","Fashion & Retail","M","South Africa",2018-02-13 23:10:01,7013.401,242,242,"//specials-images.forbesimg.com/imageserve/58a07c3331358e1a35ab3428/416x416.jpg?background=000000&cropX1=205&cropX2=643&cropY1=76&cropY2=514",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/johann-rupert","http://i.forbesimg.com/media/lists/people/johann-rupert_200x200.jpg"
"1237",2000,"Billionaires","Johanna Braun","Braun",0,38,"medical technology","Healthcare","F","Germany",2018-02-13 23:10:01,1753.69,1342,1343,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/johanna-braun","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1238",2000,"Billionaires","Johannes Kaercher","Kaercher",0,67,"vacuums, cleaning products","Manufacturing","M","Germany",2018-02-13 23:10:01,1892.229,1270,1270,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/johannes-kaercher","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1239",2000,"Billionaires","John A. Sobrato & family","Sobrato",0,78,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,6480.746,275,275,"http://specials-images.forbesimg.com/imageserve/47d41e6a7ea49d31cbada544a1ce4e5b/416x416.jpg?background=000000&cropX1=72&cropX2=623&cropY1=156&cropY2=707","Founder and Chairman, Sobrato Development Cos.","CA","California",NA,NA,NA,"http://www.forbes.com/profile/john-a-sobrato","http://i.forbesimg.com/media/lists/people/john-a-sobrato_200x200.jpg"
"1240",2000,"Billionaires","John Arnold","Arnold",0,43,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,3285,705,705,"//specials-images.forbesimg.com/imageserve/a3017e8a0ede213af3e6fa3ec077eeb1/416x416.jpg?background=000000&cropX1=47&cropX2=686&cropY1=44&cropY2=684","Founder, Centaurus Advisors","TX","Texas",NA,NA,NA,"http://www.forbes.com/profile/john-arnold","http://i.forbesimg.com/media/lists/people/john-arnold_200x200.jpg"
"1241",2000,"Billionaires","John Arrillaga","Arrillaga",0,80,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,2449.595,996,996,"http://specials-images.forbesimg.com/imageserve/945fe0ddbac172f5cc502aa692162731/416x416.jpg?background=000000&cropX1=243&cropX2=612&cropY1=44&cropY2=413",NA,"CA","California",NA,NA,NA,"http://www.forbes.com/profile/john-arrillaga","http://i.forbesimg.com/media/lists/people/john-arrillaga_200x200.jpg"
"1242",2000,"Billionaires","John Bloor","Bloor",0,74,"real estate, manufacturing","Diversified","M","United Kingdom",2018-02-13 23:10:01,1637.67,1440,1440,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/john-bloor","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1243",2000,"Billionaires","John Brown","Brown",18.092,83,"medical equipment","Healthcare","M","United States",2018-02-13 23:10:01,3339.231,694,694,"http://specials-images.forbesimg.com/imageserve/560295b6e4b0ffa7afe4f667/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823",NA,"MI","Michigan",NA,NA,NA,"http://www.forbes.com/profile/john-brown","http://i.forbesimg.com/media/lists/people/john-brown_200x200.jpg"
"1244",2000,"Billionaires","John Catsimatidis","Catsimatidis",0,69,"oil, real estate","Energy","M","United States",2018-02-13 23:10:01,3110,766,766,"//specials-images.forbesimg.com/imageserve/59dbeb4b4bbe6f37dda037fe/416x416.jpg?background=000000&cropX1=204&cropX2=3497&cropY1=258&cropY2=3552",NA,"NY","New York",NA,NA,NA,"http://www.forbes.com/profile/john-catsimatidis","http://i.forbesimg.com/media/lists/people/john-catsimatidis_200x200.jpg"
"1245",2000,"Billionaires","John Caudwell","Caudwell",0,65,"mobile phones","Telecom","M","United Kingdom",2018-02-13 23:10:01,2587.13,927,927,"//specials-images.forbesimg.com/imageserve/58a0ba0731358e1a35ab37f8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=114&cropY2=858",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/john-caudwell","http://i.forbesimg.com/media/lists/people/john-caudwell_200x200.jpg"
"1246",2000,"Billionaires","John Coates","Coates",0,48,"online gambling","Gambling & Casinos","M","United Kingdom",2018-02-13 23:10:01,2486.002,975,975,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/john-coates","http://i.forbesimg.com/media/lists/people/john-coates_200x200.jpg"
"1247",2000,"Billionaires","John Collison","Collison",0,27,"Stripe","Technology","M","Ireland",2018-02-13 23:10:01,1000,1974,1976,"http://specials-images.forbesimg.com/imageserve/58586292a7ea431d601b5365/416x416.jpg?background=000000&cropX1=42&cropX2=718&cropY1=151&cropY2=828","Cofounder, Stripe","CA","California",NA,NA,NA,"http://www.forbes.com/profile/john-collison","http://i.forbesimg.com/media/lists/people/john-collison_200x200.jpg"
"1248",2000,"Billionaires","John de Mol","de Mol",0,62,"television","Media & Entertainment","M","Netherlands",2018-02-13 23:10:01,2122.889,1146,1146,"//specials-images.forbesimg.com/imageserve/58a241814bbe6f0e5586b932/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=384&cropY2=1128",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/john-de-mol","http://i.forbesimg.com/media/lists/people/john-de-mol_200x200.jpg"
"1249",2000,"Billionaires","John Doerr","Doerr",78.394,66,"venture capital","Technology","M","United States",2018-02-13 23:10:01,7301.252,225,225,"//specials-images.forbesimg.com/imageserve/59d598c6a7ea436b47b3752d/416x416.jpg?background=000000&cropX1=692&cropX2=2272&cropY1=1315&cropY2=2896","General Partner, Kleiner Perkins Caufield &#38; Byers","CA","California",NA,NA,NA,"http://www.forbes.com/profile/john-doerr","http://i.forbesimg.com/media/lists/people/john-doerr_200x200.jpg"
